
Liam,0
Vanessa,100
Palomino,0
Jose,100
Jose,100
Jose,100
Jesus,0
Adacsi,0
Adacsi,0
Adacsi,0
Ricardo,0
Laura,0
Laura,0
Luci,0
Jessica,0
Hussey,0
